"Word","Length","Log_Freq_HAL","NPhon","NSyll"
"contiguous","10","6.837","10","3"
"continence","10","3.555","8","3"
"continent","9","8.206","8","3"
"continental","11","8.696","9","4"
"continents","10","6.954","9","3"
"contingencies","13","5.209","12","4"
"contingency","11","7.152","11","4"
"contingent","10","7.338","10","3"
"contingents","11","3.970","11","3"
"continual","9","7.431","10","3"
"continually","11","8.554","11","4"
"continuance","11","5.743","11","3"
"continuation","12","7.731","11","5"
"continue","8","10.931","8","3"
"continued","9","10.124","9","3"
"continues","9","9.706","9","3"
"continuing","10","9.443","10","4"
"continuities","12","2.303","10","4"
"continuity","10","8.206","9","4"
"continuous","10","9.013","10","3"
"continuously","12","8.510","12","4"
"continuum","9","8.259","10","3"
"contort","7","4.234","7","2"
"contorted","9","5.557","9","3"
"contortion","10","3.332","8","3"
"contour","7","7.412","6","2"
"contouring","10","4.331","8","3"
"contours","8","6.704","7","2"
"contraband","10","5.872","10","3"
"contrabass","10","4.304","9","3"
"contraception","13","6.627","11","4"
"contraceptive","13","5.976","12","4"
"contraceptives","14","5.707","13","4"
"contract","8","10.760","8","2"
"contracted","10","7.666","10","3"
"contractile","11","3.045","9","3"
"contracting","11","8.148","10","3"
"contraction","11","7.169","9","3"
"contractor","10","8.235","9","3"
"contractors","11","8.171","10","3"
"contractor's","12","4.883","10","3"
"contracts","9","9.010","9","2"
"contractual","11","6.604","11","3"
"contradict","10","7.814","10","3"
"contradicted","12","6.724","12","4"
"contradiction","13","8.079","11","4"
"contradictions","14","7.261","12","4"
"contradictorily","15","1.946","15","6"
"contradictory","13","7.610","13","5"
"contradicts","11","7.278","11","3"
"contradistinction","17","3.296","15","5"
"contraption","11","5.861","9","3"
"contraptions","12","4.796","10","3"
"contrarily","10","3.401","9","4"
"contrary","8","9.466","8","3"
"contrast","8","9.124","8","2"
"contrasted","10","6.109","10","3"
"contrasting","11","6.269","10","3"
"contrasts","9","6.314","9","2"
"contribute","10","9.480","10","3"
"contributed","11","9.007","12","4"
"contributes","11","7.478","11","3"
"contributing","12","8.400","12","4"
"contribution","12","9.032","11","4"
"contributions","13","9.324","12","4"
"contributor","11","7.722","11","4"
"contributors","12","8.529","12","4"
"contributory","12","4.997","13","5"
"contrite","8","4.369","7","2"
"contrition","10","4.533","8","3"
"contrivance","11","5.357","9","3"
"contrivances","12","3.638","11","4"
"contrive","8","4.691","7","2"
"contrived","9","6.774","8","2"
"contriving","10","3.611","9","3"
"control","7","11.938","7","2"
"controlled","10","9.594","8","2"
"controller","10","10.345","8","3"
"controllers","11","9.057","9","3"
"controller's","12","5.740","9","3"
"controlling","11","8.610","9","3"
"controls","8","9.741","8","2"
"controversial","13","8.483","10","4"
"controversialists","17","0.000","14","5"
"controversies","13","6.176","11","4"
"controversy","11","8.401","10","4"
"controvert","10","2.079","9","3"
"contumely","9","1.792","9","4"
"contusion","9","2.565","7","3"
"contusions","10","3.219","8","3"
"conundrum","9","5.799","9","3"
"convalescence","13","3.296","10","4"
"convalescent","12","3.258","10","4"
"convalescing","12","2.303","10","4"
"convection","10","6.109","8","3"
"convector","9","1.386","8","3"
"convene","7","5.645","6","2"
"convened","8","6.227","7","2"
"convenience","11","8.518","10","3"
"conveniences","12","5.170","12","4"
"convenient","10","9.046","10","3"
"conveniently","12","7.819","12","4"
"convening","9","5.081","8","3"
"convent","7","5.642","6","2"
"convention","10","9.647","8","3"
"conventional","12","9.204","10","4"
"conventionality","15","0.693","13","6"
"conventionalized","16","1.099","13","5"
"conventionally","14","5.620","11","5"
"conventions","11","8.613","9","3"
"converge","8","6.356","6","2"
"converged","9","5.187","7","2"
"convergence","11","6.986","9","3"
"convergent","10","5.613","9","3"
"conversant","10","5.753","8","3"
"conversation","12","9.684","9","4"
"conversational","14","6.215","11","5"
"conversationalist","17","4.585","14","6"
"conversations","13","8.440","10","4"
"converse","8","7.132","6","2"
"conversely","10","7.347","8","3"
"conversing","10","5.808","8","3"
"conversion","10","9.861","7","3"
"conversions","11","8.010","8","3"
"convert","7","9.964","6","2"
"converted","9","9.255","8","3"
"converter","9","8.620","7","3"
"convertible","11","7.233","9","4"
"converting","10","8.609","8","3"
"converts","8","8.373","7","2"
"convex","6","7.405","7","2"
"convexity","9","3.526","10","4"
"convey","6","7.917","5","2"
"conveyance","10","5.451","8","2"
"conveyed","8","6.800","6","2"
"conveyer","8","3.091","6","2"
"conveying","9","6.073","7","3"
"conveyor","8","5.308","6","2"
"conveys","7","6.138","6","2"
"convict","7","6.778","7","2"
"convicted","9","8.472","9","3"
"convicting","10","4.934","9","3"
"conviction","10","8.096","8","3"
"convictions","11","7.516","9","3"
"convicts","8","6.151","8","2"
"convict's","9","1.792","8","2"
"convince","8","9.399","7","2"
"convinced","9","9.374","8","2"
"convincing","10","8.501","9","3"
"convincingly","12","6.344","11","4"
"convocation","11","6.157","9","4"
"convocations","12","2.833","10","4"
"convoke","7","2.398","6","2"
"convolute","9","1.946","8","3"
"convoluted","10","6.702","10","4"
"convolution","11","5.231","9","4"
"convoy","6","6.426","5","2"
"convulse","8","3.970","7","2"
"convulsed","9","4.883","8","2"
"convulsion","10","4.443","8","3"
"convulsions","11","6.242","9","3"
"convulsive","10","4.745","9","3"
"convulsively","12","4.043","11","4"
"coo","3","5.697","2","1"
"cooing","6","4.533","4","2"
"cook","4","9.514","3","1"
"cookbook","8","7.784","6","2"
"cooked","6","8.151","4","1"
"cooker","6","6.340","4","2"
"cookie","6","7.991","4","2"
"cookies","7","7.857","5","2"
"cooking","7","8.793","5","2"
"cookout","7","3.714","5","2"
"cooks","5","6.692","4","1"
"cook's","6","5.720","4","1"
"cooky","5","3.611","4","2"
"cool","4","10.811","3","1"
"coolant","7","6.930","6","2"
"cooled","6","7.185","4","1"
"cooler","6","7.849","4","2"
"coolers","7","5.602","5","2"
"coolest","7","7.382","6","2"
"coolheaded","10","0.000","8","3"
"Coolidge","8","6.052","5","2"
"Coolidge's","10","2.890","7","3"
"cooling","7","8.232","5","2"
"coolly","6","4.644","5","2"
"coolness","8","5.919","6","2"
"cools","5","6.240","4","1"
"coop","4","6.746","3","1"
"cooped","6","4.511","4","1"
"cooperate","9","7.860","8","4"
"cooperated","10","5.908","10","5"
"cooperates","10","5.075","9","4"
"cooperating","11","6.867","10","5"
"cooperation","11","9.198","9","5"
"cooperative","11","8.568","9","4"
"cooperatives","12","5.182","10","4"
"coops","5","4.394","4","1"
"coordinate","10","8.482","8","4"
"coordinated","11","7.607","10","5"
"coordinates","11","8.226","9","4"
"coordinating","12","7.491","10","5"
"coordination","12","8.111","9","5"
"coordinator","11","8.922","9","5"
"cop","3","9.319","3","1"
"cope","4","8.240","3","1"
"Copenhagen","10","7.808","10","4"
"Copernican","10","4.700","9","4"
"Copernicus","10","5.656","9","4"
"copes","5","5.165","4","1"
"copied","6","8.970","5","2"
"copier","6","6.892","5","2"
"copies","6","10.523","5","2"
"copilot","7","4.369","7","3"
"coping","6","7.083","5","2"
"copings","7","1.386","6","2"
"copious","7","6.512","6","2"
"copiously","9","4.248","8","3"
"Copland","7","7.365","7","2"
"copper","6","9.084","4","2"
"copperhead","10","4.913","7","3"
"copperplate","11","2.833","8","3"
"coppersmith","11","4.419","8","3"
"cops","4","8.862","4","1"
"copulate","8","4.543","8","3"
"copulation","10","5.024","9","4"
"copy","4","11.747","4","2"
"copybook","8","3.434","7","3"
"copybooks","9","2.565","8","3"
"copycat","7","5.398","7","3"
"copying","7","8.920","6","3"
"copyright","9","10.678","7","3"
"copyrights","10","7.958","8","3"
"copywriter","10","5.220","8","4"
"coquetry","8","2.485","7","3"
"coral","5","8.482","5","2"
"cord","4","8.441","4","1"
"corded","6","3.892","6","2"
"cordial","7","6.054","6","2"
"cordiality","10","3.664","10","5"
"cords","5","7.116","5","1"
"corduroy","8","5.273","7","3"
"corduroys","9","1.946","8","3"
"core","4","9.891","3","1"
"corer","5","0.000","4","2"
"cores","5","6.807","4","1"
"corespondent","12","3.135","12","4"
"coriander","9","6.061","8","4"
"Corinth","7","5.568","6","2"
"Corinthian","10","4.796","9","3"
"Corinthians","11","6.834","10","3"
"cork","4","7.240","4","1"
"corked","6","3.871","5","1"
"corker","6","3.850","5","2"
"corkers","7","1.792","6","2"
"corks","5","4.796","5","1"
"corkscrew","9","5.357","8","2"
"cormorant","9","3.045","9","3"
"corn","4","8.515","4","1"
"cornbread","9","4.942","8","2"
"corncob","7","3.689","7","2"
"cornea","6","5.613","6","2"
"Cornell","7","8.462","6","2"
"corner","6","10.047","5","2"
"cornered","8","6.308","6","2"
"cornering","9","5.991","7","3"
"corners","7","8.915","6","2"
"cornerstone","11","7.031","9","3"
"cornet","6","4.331","6","2"
"cornfield","9","3.761","8","2"
"cornflake","9","5.714","8","2"
"cornflakes","10","5.100","9","2"
"cornflour","9","4.304","8","2"
"cornflower","10","3.784","8","2"
"corniest","8","3.555","8","3"
"corning","7","6.026","6","2"
"Cornish","7","6.340","6","2"
"cornmeal","8","5.598","7","2"
"corns","5","4.920","5","1"
"cornstarch","10","6.114","9","2"
"cornucopia","10","5.182","10","4"
"Cornwallis","10","4.025","9","3"
"corny","5","6.443","5","2"
"corollaries","11","4.543","9","4"
"corollary","9","6.625","8","4"
"corona","6","7.087","6","3"
"Coronado","8","5.247","8","4"
"coronaries","10","1.609","9","4"
"coronary","8","6.038","8","4"
"coronation","10","6.026","8","4"
"coroner","7","5.595","6","3"
"coroner's","9","4.248","7","3"
"coronet","7","5.861","7","3"
"corp","4","9.961","4","1"
"corporal","8","6.657","8","3"
"corporate","9","10.068","8","3"
"corporation","11","10.662","9","4"
"corporations","12","9.153","10","4"
"corporation's","13","6.593","10","4"
"corporeal","9","4.898","9","3"
"corps","5","9.156","3","1"
"corpse","6","7.593","5","1"
"corpses","7","7.192","7","2"
"corpulence","10","1.946","10","3"
"corpulent","9","3.434","10","3"
"corpus","6","7.137","6","2"
"corral","6","5.832","5","2"
"corralling","10","2.398","7","3"
"correct","7","11.262","6","2"
"corrected","9","8.930","8","3"
"correction","10","8.953","7","3"
"corrections","11","9.146","8","3"
"corrective","10","6.809","8","3"
"correctly","9","10.257","8","3"
"correctness","11","7.853","9","3"
"correlate","9","6.905","7","3"
"correlated","10","7.159","9","4"
"correlating","11","4.963","9","4"
"correlation","11","8.492","8","4"
"correlations","12","6.945","9","4"
"correlative","11","4.143","9","4"
"correlatively","13","2.303","11","5"
"correspond","10","8.292","9","3"
"corresponded","12","6.215","11","4"
"correspondence","14","8.978","12","4"
"correspondent","13","7.636","12","4"
"correspondents","14","6.477","13","4"
"corresponding","13","8.840","11","4"
"correspondingly","15","5.981","13","5"
"corresponds","11","7.644","10","3"
"corridor","8","7.996","6","3"
"corridors","9","6.519","7","3"
"corrigible","10","1.609","8","4"
"corroborate","11","5.704","9","4"
"corroborated","12","5.591","11","5"
"corroborating","13","5.159","11","5"
"corroboration","13","5.517","10","5"
"corroborator","12","0.000","10","5"
"corroborees","11","0.000","9","4"
"corrode","7","5.293","5","2"
"corroding","9","3.932","7","3"
"corrosion","9","7.237","6","3"
"corrosive","9","5.999","7","3"
"corrugate","9","0.000","7","3"
"corrugated","10","4.990","9","4"
"corrugations","12","0.693","9","4"
"corrupt","7","8.709","6","2"
"corrupted","9","8.493","8","3"
"corrupter","9","3.296","7","3"
"corruptible","11","3.892","9","4"
"corrupting","10","6.366","8","3"
"corruption","10","8.622","7","3"
"corrupts","8","6.284","7","2"
"corsage","7","3.401","6","2"
"corset","6","6.486","6","2"
"cortege","7","1.946","6","2"
"cortex","6","6.256","7","2"
"cortical","8","5.209","7","3"
"cortically","10","0.000","10","4"
"cortisone","9","5.976","8","3"
"corvette","8","7.321","6","2"
"cosily","6","1.609","6","3"
"cosine","6","5.905","5","2"
"cosmetic","8","7.470","8","3"
"cosmetician","11","0.693","10","4"
"cosmetics","9","6.702","9","3"
"cosmic","6","8.889","6","2"
"cosmical","8","1.792","7","3"
"cosmological","12","5.916","11","5"
"cosmologists","12","4.771","12","4"
"cosmology","9","6.837","9","4"
"cosmonaut","9","4.644","8","3"
"cosmopolitan","12","5.974","12","5"
"cosmopolitanism","15","2.079","15","7"
"cosmos","6","7.424","6","2"
"cost","4","11.508","4","1"
"costing","7","7.741","6","2"
"costlier","8","4.094","7","2"
"costly","6","7.989","6","2"
"costs","5","10.734","5","1"
"costume","7","8.127","6","2"
"costumed","8","4.787","7","2"
"costumer","8","4.533","7","3"
"costumes","8","7.344","7","2"
"cosy","4","5.561","4","2"
"cot","3","6.295","3","1"
"cotangent","9","3.401","9","3"
"coterminous","11","3.135","9","4"
"cotilion","8","0.000","8","4"
"cottage","7","7.184","5","2"
"cottages","8","5.394","7","3"
"cotton","6","8.648","4","2"
"cottonmouth","11","2.996","7","3"
"cotton's","8","2.565","6","2"
"cottonseed","10","3.135","7","3"
"cottontail","10","3.296","7","3"
"couch","5","8.511","3","1"
"couched","7","5.447","4","1"
"couches","7","5.545","5","2"
"cougar","6","7.245","4","2"
"cough","5","7.703","3","1"
"coughed","7","5.762","4","1"
"coughing","8","6.273","5","2"
"could","5","13.208","3","1"
"couldn't","8","11.068","5","2"
"could've","8","7.321","5","2"
"coulomb","7","4.431","5","2"
"council","7","9.976","5","2"
"councillor","10","5.081","6","3"
"councilman","10","4.407","8","3"
"councils","8","6.751","6","2"
"council's","9","6.038","6","2"
"councilwoman","12","2.996","10","4"
"counsel","7","8.415","5","2"
"counseled","9","4.920","6","2"
"counseling","10","7.977","7","3"
"counsellor","10","6.277","6","3"
"counselor","9","7.537","6","3"
"counselors","10","6.642","7","3"
"count","5","10.446","4","1"
"countable","9","5.043","7","3"
"countdown","9","7.540","7","2"
"counted","7","8.583","6","2"
"countenance","11","5.787","8","3"
"counter","7","9.699","5","2"
"counteract","10","6.342","8","3"
"counteracted","12","4.190","10","4"
"counteracting","13","3.970","10","4"
"counteraction","13","3.258","9","4"
"counterattack","13","5.652","9","4"
"counterattraction","17","0.000","12","5"
"counterbalance","14","5.024","11","4"
"counterbalanced","15","4.263","12","4"
"counterbalancing","16","3.689","13","5"
"counterchallenge","16","0.000","11","4"
"counterclaim","12","3.664","9","3"
"counterclockwise","16","5.694","12","4"
"countered","9","6.988","6","2"
"counterespionage","16","3.091","13","5"
"counterfeit","11","6.446","8","3"
"counterfeiter","13","3.135","9","4"
"counterflow","11","3.434","8","3"
"counterintelligence","19","5.069","15","6"
"counterirritant","15","0.000","12","5"
"counterman","10","1.386","8","3"
"countermand","11","3.258","9","3"
"countermarch","12","0.693","9","3"
"countermeasure","14","5.075","9","4"
"counteroffensive","16","3.784","12","5"
"counteroffer","12","4.263","8","4"
"counterpart","11","7.453","9","3"
"counterparts","12","7.912","10","3"
"counterplot","11","2.565","9","3"
"counterpoint","12","6.544","9","3"
"counterproposal","15","3.219","12","5"
"counters","8","8.230","6","2"
"countersign","11","2.197","8","3"
"countervailing","14","4.143","10","4"
"countess","8","6.273","6","2"
"counties","8","7.793","6","2"
"counting","8","9.042","6","2"
"countinghouse","13","0.000","9","3"
"countless","9","8.131","7","2"
"countries","9","10.777","7","2"
"country","7","11.578","6","2"
"countryman","10","5.231","9","3"
"countrymen","10","6.368","9","3"
"country's","9","8.473","7","2"
"countryside","11","7.274","9","3"
"countrywide","11","4.443","9","3"
"countrywoman","12","0.000","11","4"
"counts","6","9.076","5","1"
"county","6","10.088","5","2"
"county's","8","5.529","6","2"
"coup","4","7.740","2","1"
"coupe","5","7.026","4","2"
"couple","6","11.445","4","2"
"coupled","7","8.228","5","2"
"coupler","7","6.153","5","3"
"couplers","8","5.919","6","3"
"couples","7","8.874","5","2"
"couple's","8","5.438","5","2"
"couplet","7","4.644","6","2"
"coupling","8","7.105","6","3"
"coupon","6","7.665","5","2"
"coupons","7","7.788","6","2"
"coups","5","5.209","3","1"
"courage","7","8.815","5","2"
"courageous","10","7.031","7","3"
"courageously","12","4.575","9","4"
"courier","7","8.346","5","2"
"course","6","12.186","4","1"
"courses","7","9.517","6","2"
"coursing","8","6.725","6","2"
"court","5","10.964","4","1"
"courted","7","4.820","6","2"
"courteous","9","7.355","6","2"
"courteously","11","4.745","8","3"
"courtesy","8","9.120","6","3"
"courthouse","10","6.877","7","2"
"courtier","8","3.401","6","2"
"courtiers","9","3.932","7","2"
"courting","8","5.595","6","2"
"courtliness","11","0.693","9","3"
"courtly","7","4.331","6","2"
"Courtney","8","7.457","6","2"
"courtroom","9","6.893","7","2"
"courts","6","9.293","5","1"
"court's","7","7.237","5","1"
"courtship","9","5.894","7","2"
"courtyard","9","6.518","8","2"
"courtyards","10","3.807","9","2"
"couscous","8","5.252","6","2"
"cousin","6","8.312","4","2"
"cousins","7","7.771","5","2"
"cousin's","8","5.642","5","2"
"couth","5","3.850","#","#"
"couture","7","5.318","5","2"
"cove","4","7.043","3","1"
"coven","5","6.395","4","2"
"covenant","8","8.092","8","3"
"covenants","9","5.762","9","3"
"Coventry","8","7.382","7","3"
"cover","5","11.069","4","2"
"coverage","8","9.576","6","3"
"coverall","8","3.219","6","3"
"covered","7","10.140","5","2"
"covering","8","9.241","6","3"
"coverings","9","5.075","7","3"
"coverlet","8","3.434","7","3"
"covers","6","9.892","5","2"
"covert","6","8.246","5","2"
"covertly","8","5.817","7","3"
"coves","5","3.829","4","1"
"covet","5","5.318","5","2"
"coveted","7","5.666","7","3"
"coveting","8","4.220","7","3"
"covetous","8","3.932","7","3"
"covetousness","12","3.178","10","4"
"cow","3","8.890","2","1"
"coward","6","7.414","4","1"
"cowardice","9","6.349","6","2"
"cowardly","8","7.132","6","2"
"coward's","8","3.689","5","2"
"cowbell","7","3.401","5","2"
"cowbird","7","1.792","5","2"
"cowbirds","8","2.944","6","2"
"cowboy","6","7.947","4","2"
"cowboys","7","7.734","5","2"
"cowboy's","8","4.477","5","2"
"cowcatcher","10","0.000","6","3"
"cower","5","5.398","3","1"
"cowering","8","5.338","5","2"
"cowgirl","7","5.394","5","2"
"cowhand","7","2.079","6","2"
"cowhands","8","2.639","7","2"
"cowherd","7","2.565","5","2"
"cowhide","7","3.332","5","2"
"cowl","4","5.811","3","1"
"cowlick","7","2.485","5","2"
"coworkers","9","6.494","7","3"
"cowpox","6","2.485","6","2"
"cows","4","8.221","3","1"
"cow's","5","6.194","3","1"
"cowshed","7","1.099","5","2"
"cowskin","7","1.386","6","2"
"coxswain","8","4.248","5","2"
"coy","3","6.142","2","1"
"coyly","5","4.727","4","2"
"coyness","7","3.091","5","2"
"coyote","6","7.319","5","3"
"coyotes","7","6.347","6","3"
"cozier","6","2.079","5","2"
"cozy","4","6.588","4","2"
"crab","4","6.888","4","1"
"crabapple","9","3.466","7","3"
"crabbed","7","1.609","5","1"
"crabby","6","4.511","5","2"
"crabgrass","9","4.431","8","2"
"crabs","5","5.989","5","1"
"crack","5","9.161","4","1"
"crackdown","9","6.561","7","2"
"cracked","7","8.081","5","1"
"cracker","7","7.102","5","2"
"crackers","8","7.194","6","2"
"cracking","8","7.525","6","2"
"crackle","7","5.468","5","2"
"crackled","8","4.489","6","2"
"crackles","8","4.673","6","2"
"crackling","9","5.814","7","3"
"crackpot","8","6.417","7","2"
"crackpots","9","6.009","8","2"
"cracks","6","7.751","5","1"
"crackup","7","2.485","6","2"
"cradle","6","7.116","5","2"
"cradled","7","5.371","6","2"
"cradles","7","4.331","6","2"
"craft","5","8.840","5","1"
"crafter","7","5.730","6","2"
"crafts","6","7.808","6","1"
"craftsman","9","6.151","9","2"
"craftsman's","11","1.946","10","2"
"craftsmanship","13","5.394","12","3"
"craftsmen","9","5.561","9","2"
"crafty","6","6.469","6","2"
"crag","4","4.905","4","1"
"craggy","6","4.094","5","2"
"crags","5","4.575","5","1"
"Craig","5","9.688","4","1"
"Craig's","7","5.421","5","1"
"cram","4","7.149","4","1"
"crammed","7","6.504","5","1"
"cramp","5","5.948","5","1"
"cramps","6","6.673","6","1"
"cranberries","11","6.433","9","3"
"cranberry","9","5.784","8","3"
"crane","5","7.509","4","1"
"cranelike","9","0.000","7","2"
"cranes","6","6.114","5","1"
"crane's","7","4.949","5","1"
"cranium","7","5.707","7","2"
"crank","5","8.112","5","1"
"crankshaft","10","5.598","9","2"
"cranky","6","6.646","6","2"
"crannies","8","4.673","6","2"
"cranny","6","4.585","5","2"
"crap","4","9.968","4","1"
"crappy","6","8.057","5","2"
"craps","5","6.878","5","1"
"crash","5","9.858","4","1"
"crashed","7","8.597","5","1"
"crasher","7","3.689","5","2"
"crashes","7","9.120","6","2"
"crashing","8","8.195","6","2"
"crass","5","6.466","4","1"
"crassness","9","2.996","7","2"
"crate","5","7.668","4","1"
"crater","6","6.738","5","2"
"craters","7","5.595","6","2"
"crates","6","6.528","5","1"
"cravat","6","2.833","6","2"
"crave","5","6.542","4","1"
"craved","6","5.142","5","1"
"craven","6","6.736","5","2"
"craving","7","6.709","6","2"
"crawfish","8","5.030","6","2"
"crawl","5","8.049","4","1"
"crawled","7","7.046","5","1"
"crawler","7","5.756","5","2"
"crawling","8","7.352","6","2"
"crawls","6","6.061","5","1"
"crawlspace","10","3.738","8","2"
"crayfish","8","4.466","6","2"
"crayon","6","5.727","5","2"
"crayons","7","5.553","6","2"
"craze","5","6.541","4","1"
"crazed","6","6.802","5","1"
"crazily","7","4.605","7","3"
"crazing","7","3.932","6","2"
"crazy","5","9.771","5","2"
"creak","5","5.375","4","1"
"creaked","7","4.234","5","1"
"creaking","8","5.170","6","2"
"creaks","6","4.635","5","1"
"creaky","6","4.615","5","2"
"cream","5","9.197","4","1"
"creamed","7","5.793","5","1"
"creamer","7","4.625","5","2"
"creamery","8","2.890","7","3"
"creams","6","5.889","5","1"
"creamy","6","7.075","5","2"
"crease","6","7.458","4","1"
"creased","7","5.996","5","1"
"creases","7","7.224","6","2"
"create","6","11.201","5","2"
"created","7","10.924","7","3"
"creates","7","9.257","6","2"
"creating","8","10.150","7","3"
"creation","8","10.028","6","3"
"creations","9","7.562","7","3"
"creation's","10","3.045","7","3"
"creative","8","9.857","7","3"
"creatively","10","6.323","9","4"
"creativeness","12","4.111","10","4"
"creativity","10","8.388","10","5"
"creator","7","8.989","6","3"
"creators","8","7.831","7","3"
"creature","8","9.715","5","2"
"creatures","9","9.448","6","2"
"credence","8","6.690","6","2"
"credentials","11","8.120","9","3"
"credibility","11","8.660","11","5"
"credible","8","8.043","7","3"
"credibly","8","4.804","8","3"
"credit","6","10.802","6","2"
"creditable","10","4.543","9","4"
"credited","8","7.850","8","3"
"creditor","8","5.513","7","3"
"creditors","9","6.860","8","3"
"credits","7","9.132","7","2"
"credo","5","6.748","5","2"
"credulous","9","4.913","8","3"
"credulousness","13","1.792","11","4"
"creed","5","7.793","4","1"
"creedal","7","2.890","5","2"
"creeds","6","5.802","5","1"
"creek","5","9.044","4","1"
"creeks","6","5.447","5","1"
"creep","5","7.492","4","1"
"creeper","7","5.198","5","2"
"creepers","8","4.159","6","2"
"creeping","8","6.971","6","2"
"creeps","6","6.911","5","1"
"creepy","6","6.888","5","2"
"cremate","7","3.871","6","2"
"cremated","8","5.215","8","3"
"cremation","9","5.293","7","3"
"crematorium","11","5.004","11","4"
"crematory","9","3.850","9","4"
"Creole","6","5.956","5","2"
"crepe","5","4.913","4","1"
"crept","5","6.480","5","1"
"crescendo","9","5.829","8","3"
"crescent","8","7.532","6","2"
"crest","5","7.162","5","1"
"crested","7","5.485","7","2"
"crestfallen","11","3.761","10","3"
"crests","6","4.745","6","1"
"cretaceous","10","5.050","8","3"
"cretin","6","5.986","5","2"
"crevasse","8","7.377","6","2"
"crevice","7","5.727","6","2"
"crevices","8","4.635","8","3"
"crew","4","9.633","3","1"
"crewman","7","5.617","6","2"
"crewmember","10","5.004","8","3"
"crewmen","7","4.984","6","2"
"crews","5","7.536","4","1"
"crew's","6","5.352","4","1"
"crib","4","7.155","4","1"
"cribbage","8","4.543","6","2"
"cribs","5","4.927","5","1"
"crick","5","5.549","4","1"
"cricket","7","8.734","6","2"
"cricketer","9","5.268","7","3"
"crickets","8","6.225","7","2"
"cried","5","8.287","4","1"
"crier","5","4.710","4","1"
"cries","5","7.800","4","1"
"crikey","6","3.466","5","2"
"crime","5","10.419","4","1"
"crimes","6","9.508","5","1"
"criminal","8","9.884","7","3"
"criminality","11","5.966","11","5"
"criminals","9","9.055","8","3"
"criminology","11","5.852","11","5"
"crimp","5","5.697","5","1"
"crimson","7","8.597","6","2"
"cringe","6","6.836","5","1"
"cringed","7","5.063","6","1"
"cringing","8","5.371","7","2"
"crinkle","7","3.970","6","2"
"crinkles","8","3.219","7","2"
"crinkly","7","3.989","7","3"
"crinoline","9","3.497","8","3"
"cripes","6","5.011","5","1"
"cripple","7","6.834","5","2"
"crippled","8","7.328","6","2"
"crippling","9","6.507","7","3"
"crises","6","6.855","6","2"
"crisis","6","9.519","6","2"
"crisp","5","7.619","5","1"
"crisply","7","4.357","7","2"
"crispness","9","4.382","8","2"
"crispy","6","6.080","6","2"
"crisscross","10","4.043","8","2"
"crisscrossed","12","3.401","9","2"
"Cristo","6","5.974","6","2"
"criteria","8","9.311","8","3"
"criterion","9","7.842","9","3"
"critic","6","7.841","6","2"
"critical","8","9.925","7","3"
"criticality","11","4.673","11","5"
"critically","10","7.208","8","3"
"criticism","9","9.133","9","4"
"criticisms","10","7.760","10","4"
"criticize","9","8.162","8","3"
"criticized","10","7.856","9","3"
"criticizing","11","7.304","10","4"
"critics","7","8.588","7","2"
"critic's","8","4.745","7","2"
"critique","8","7.797","6","2"
"critter","7","6.736","5","2"
"critters","8","7.339","6","2"
"croak","5","5.220","4","1"
"croaked","7","4.489","5","1"
"croaking","8","4.190","6","2"
"croaks","6","4.277","5","1"
"crochet","7","6.098","5","2"
"crock","5","6.866","4","1"
"crocked","7","2.398","5","1"
"crockery","8","4.094","7","3"
"crocodile","9","6.256","8","3"
"crocus","6","4.700","6","2"
"croissant","9","4.263","7","2"
"Cromwell","8","6.114","7","2"
"Cromwellian","11","1.792","10","3"
"Cromwell's","10","3.850","8","2"
"crone","5","5.347","4","1"
"cronies","7","6.409","6","2"
"crony","5","4.419","5","2"
"crook","5","7.066","4","1"
"crooked","7","7.281","6","2"
"crooks","6","6.615","5","1"
"croon","5","4.174","4","1"
"crooned","7","3.989","5","1"
"crooning","8","4.078","6","2"
"crop","4","8.473","4","1"
"cropped","7","6.394","5","1"
"cropper","7","4.277","5","2"
"cropping","8","6.176","6","2"
"crops","5","7.692","5","1"
"croquet","7","4.533","5","2"
"croquette","9","1.386","6","2"
"cross","5","10.301","4","1"
"crossbar","8","5.043","7","2"
"crossbars","9","3.784","8","2"
"crossbeam","9","2.197","7","2"
"crossbones","10","4.533","8","2"
"crossbow","8","6.436","6","2"
"crossbreed","10","3.497","8","2"
"crosscheck","10","3.045","7","2"
"crosscountry","12","2.996","10","3"
"crosscurrent","12","0.000","10","3"
"crosscut","8","3.912","7","2"
"crossed","7","8.577","5","1"
"crosses","7","7.714","6","2"
"crosseyed","9","3.296","6","2"
"crossfire","9","6.742","7","2"
"crossing","8","8.551","6","2"
"crossings","9","6.479","7","2"
"crossover","9","8.033","7","3"
"crossroad","9","4.718","7","2"
"crossroads","10","7.874","8","2"
"crosswalk","9","4.190","7","2"
"crossways","9","3.045","7","2"
"crosswind","9","4.997","8","2"
"crosswise","9","4.127","7","2"
"crossword","9","6.662","7","2"
"crotch","6","8.199","4","1"
"crotchety","9","3.912","7","3"
"crouch","6","7.145","4","1"
"crouched","8","6.155","5","1"
"crouching","9","6.772","6","2"
"croup","5","5.525","4","1"
"crouton","7","3.784","6","2"
"crow","4","8.448","3","1"
"crowbait","8","0.000","6","2"
"crowbar","7","5.472","6","2"
"crowd","5","9.472","4","1"
"crowded","7","8.277","6","2"
"crowding","8","5.802","6","2"
"crowds","6","7.652","5","1"
